rider,horse,time,distance,gait,speed,length,max_height,hand,lateral_balance,longitudinal_balance,jump_id
Sofia Sjöborg,Bryjamolga van het Marienshof Z,105.30999999999999,999.5900000000004,canter,404,3.84,0.06,R,7.8,7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,105.8,1003.4500000000004,canter,473,3.86,0.08,R,10.2,1.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,106.32999999999997,1007.6500000000004,canter,475,4.2,0.1,R,12.5,1.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,106.83999999999996,1012.2200000000005,canter,538,4.57,0.09,R,9.4,-1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,107.29,1016.3800000000005,canter,555,4.16,0.1,R,11.9,-4.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,107.84999999999995,1021.8000000000004,canter,581,5.42,0.13,R,12,-3.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,108.39000000000014,1026.7800000000004,canter,553,4.98,0.15,R,10,-2.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,108.95000000000009,1031.9600000000005,canter,555,5.18,0.15,R,9.9,-5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,109.49000000000005,1037.2000000000005,canter,583,5.24,0.15,R,8.3,-8.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,110.03000000000002,1042.6300000000006,canter,604,5.43,0.16,S,3.4,-10.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,110.56999999999998,1047.9900000000005,canter,596,5.36,0.15,S,3,-6.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,111.12999999999992,1053.5000000000005,canter,590,5.51,0.16,R,5.8,-6.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,111.6800000000001,1058.7700000000004,canter,574,5.27,0.16,R,7.9,-7.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,112.24000000000005,1063.8200000000004,canter,541,5.05,0.17,R,5.9,-6.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,112.77000000000002,1068.5400000000004,canter,535,4.72,0.14,R,3.6,-2.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,113.3,1073.1200000000003,canter,518,4.58,0.15,R,4.5,-0.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,113.77000000000002,1077.0100000000004,canter,497,3.89,0.11,R,6.1,1.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,114.24000000000005,1080.7000000000005,canter,471,3.69,0.1,R,6.8,-0.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,115.17937947494038,1087.2600000000004,Jump,419,6.56,1.57,NA,7.28,NA,8a
Sofia Sjöborg,Bryjamolga van het Marienshof Z,115.49000000000005,1089.4600000000005,canter,425,2.2,0.06,R,5.3,-2.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,116.01000000000003,1093.1300000000006,canter,424,3.67,0.1,S,-1.2,6.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,116.56999999999998,1097.1100000000006,canter,426,3.98,0.13,S,1,8.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,116.98000000000006,1099.8900000000006,canter,406,2.78,0.08,R,2.4,6.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,118.17000000000012,1107.4200000000005,canter,380,7.53,0.47,S,1,14.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,118.53000000000002,1109.4800000000005,canter,343,2.06,0.02,R,11.2,4.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,119.12999999999992,1112.5000000000005,canter,302,3.02,0.11,S,0.4,16.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,120.24000000000005,1112.5700000000004,canter,418,0.07,0,L,-6.9,-29.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,120.59999999999995,1114.6000000000004,canter,338,2.03,0.02,S,6.2,-2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,121.09999999999995,1117.3400000000004,canter,329,2.74,0.07,S,3,-4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,121.3405813953489,1123.6500000000003,Jump,344,6.31,1.64,NA,-3.77,NA,8c
Sofia Sjöborg,Bryjamolga van het Marienshof Z,121.62999999999992,1126.7900000000004,canter,355,3.14,0.1,S,-0.1,-10.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,122.12999999999992,1130.2000000000005,canter,409,3.41,0.12,S,1.4,-12.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,122.66000000000012,1134.1600000000005,canter,449,3.96,0.13,R,4,-7.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,123.16000000000012,1138.0900000000006,canter,471,3.93,0.14,R,5.7,-2.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,123.62999999999992,1142.0700000000006,canter,508,3.98,0.12,R,3.6,0.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,124.12999999999992,1146.5500000000006,canter,537,4.48,0.1,S,0.1,2.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,124.84999999999995,1153.5300000000007,canter,582,6.98,0.14,L,-5.7,0.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,125.21000000000008,1156.9800000000007,canter,574,3.45,0.05,L,-7.8,-1.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,125.6900000000001,1161.5700000000006,canter,574,4.59,0.1,S,-2.2,-8.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,126.11999999999993,1165.9500000000007,canter,611,4.38,0.14,S,-0.7,-5.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,126.75000000000004,1172.5900000000008,canter,632,6.64,0.09,S,1.8,-3.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,127.1900000000001,1176.8700000000008,canter,584,4.28,0.05,R,4.3,-9.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,127.71000000000008,1181.6200000000008,canter,548,4.75,0.12,R,3,-4.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,128.2000000000001,1186.3900000000008,canter,584,4.77,0.14,S,0.5,-2.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,128.67000000000013,1191.1900000000007,canter,613,4.8,0.14,S,3,2.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,129.1900000000001,1196.6500000000008,canter,630,5.46,0.07,R,3.8,4.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,129.68000000000012,1201.5500000000009,canter,600,4.9,0.05,R,3.2,0.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,130.23000000000008,1206.9100000000008,canter,585,5.36,0.09,R,3.9,-4.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,130.76000000000005,1212.0700000000008,canter,585,5.16,0.09,R,4.8,-11.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,131.31,1217.0900000000008,canter,548,5.02,0.13,R,7,-13.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,131.90000000000015,1222.6900000000007,canter,570,5.6,0.16,S,5.7,-12.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,132.39000000000016,1227.3300000000008,canter,569,4.64,0.13,R,7.2,-14.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,132.92000000000013,1232.500000000001,canter,585,5.17,0.15,R,6.1,-10.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,133.41000000000014,1237.180000000001,canter,573,4.68,0.14,S,2.8,-4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,133.85999999999996,1241.390000000001,canter,562,4.21,0.1,S,0.6,-0.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,134.47000000000008,1247.130000000001,canter,565,5.74,0.06,S,2.6,-3.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,134.93000000000012,1251.880000000001,canter,619,4.75,0.06,S,1,-11.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,135.42000000000013,1257.230000000001,canter,655,5.35,0.12,S,-2,-9.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,135.91000000000014,1262.5500000000009,canter,652,5.32,0.11,S,-2.2,-4.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,136.36999999999995,1267.460000000001,canter,640,4.91,0.12,S,-0.4,2.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,136.84999999999997,1272.5300000000009,canter,634,5.07,0.1,R,5.9,9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,137.34999999999997,1277.6200000000008,canter,611,5.09,0.06,R,12.8,5.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,137.9600000000001,1283.2300000000007,canter,552,5.61,0.12,R,18.2,-2.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,138.40000000000015,1286.8800000000008,canter,497,3.65,0.07,R,19.9,-6.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,138.9500000000001,1291.0000000000007,canter,449,4.12,0.09,R,17.3,-6.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,139.41000000000014,1294.9100000000008,canter,510,3.91,0.1,R,10.9,-12.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,139.9500000000001,1299.5200000000007,canter,512,4.61,0.15,R,4.6,-9.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,140.48000000000008,1304.5700000000006,canter,571,5.05,0.13,R,7.6,-10.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,140.9600000000001,1309.1600000000005,canter,574,4.59,0.11,R,9.8,-8.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,141.4600000000001,1313.9600000000005,canter,576,4.8,0.12,R,10.5,-8.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,142.04000000000002,1319.3000000000004,canter,552,5.34,0.17,R,10.2,-4.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,142.56,1323.7900000000004,canter,518,4.49,0.12,S,2.3,-5.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,143.07,1328.7800000000004,canter,587,4.99,0.12,L,-9.4,-7.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,143.55,1334.1500000000003,canter,671,5.37,0.12,L,-10.7,-7.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,144.04000000000002,1339.8900000000003,canter,703,5.74,0.11,L,-10.4,-6.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,144.57,1345.5700000000004,canter,643,5.68,0.1,S,1.4,-5.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,145.07999999999998,1350.6300000000003,canter,596,5.06,0.11,R,9,-4.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,145.59999999999997,1355.8100000000004,canter,598,5.18,0.12,R,5.4,-0.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,146.14000000000016,1361.5100000000004,canter,633,5.7,0.12,S,0.5,0.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,146.64000000000016,1366.6600000000005,canter,618,5.15,0.1,S,1.8,-2.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,147.18000000000012,1372.0500000000006,canter,599,5.39,0.09,S,1.8,-4.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,147.7000000000001,1377.2600000000007,canter,601,5.21,0.11,R,5.8,-7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,148.22000000000008,1382.4300000000007,canter,596,5.17,0.13,R,6.2,-5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,148.75000000000006,1387.7200000000007,canter,598,5.29,0.11,R,5,-3.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,149.23000000000008,1392.7900000000006,canter,633,5.07,0.12,R,4.7,-6.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,149.75000000000006,1397.9500000000007,canter,595,5.16,0.14,S,3.1,-0.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,150.27000000000004,1403.1700000000008,canter,602,5.22,0.1,R,5.8,-3.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,150.84999999999997,1408.9900000000007,canter,602,5.82,0.18,R,11.3,-10.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,151.40000000000015,1413.9400000000007,canter,540,4.95,0.16,R,13.6,-12.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,151.91000000000014,1418.3000000000006,canter,513,4.36,0.16,R,7.3,-9.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,152.47000000000008,1422.9900000000007,canter,502,4.69,0.15,R,6,-6.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,153.01000000000005,1428.0000000000007,canter,557,5.01,0.15,R,5.3,-9.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,153.48000000000008,1432.3000000000006,canter,548,4.3,0.1,S,4.1,-8.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,154.04000000000002,1437.4800000000007,canter,555,5.18,0.09,S,4.6,-3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,154.57999999999998,1442.5400000000006,canter,562,5.06,0.14,R,7.2,-3.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,155.2000000000001,1448.3600000000006,canter,563,5.82,0.13,R,11.3,-3.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,155.60999999999996,1451.7800000000007,canter,500,3.42,0.08,R,8.5,-7.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,156.07999999999998,1455.5500000000006,canter,481,3.77,0.12,R,5.3,-7.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,157.04000000000002,1455.6400000000006,canter,526,0.09,0,L,-1.7,-26.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,157.39000000000016,1458.2800000000007,canter,453,2.64,0.03,S,1.9,-1.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,157.83999999999997,1461.1800000000007,canter,387,2.9,0.09,R,3.5,-4.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,157.99054704595193,1468.4200000000008,Jump,457,7.24,1.49,NA,1.63,NA,9
Sofia Sjöborg,Bryjamolga van het Marienshof Z,158.42000000000013,1472.0000000000007,canter,370,3.58,0.19,R,8,2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,158.9400000000001,1475.5000000000007,canter,404,3.5,0.14,R,5.6,-2.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,159.4400000000001,1479.0200000000007,canter,423,3.52,0.15,R,2.9,-5.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,160.33999999999997,1479.0800000000006,canter,372,0.06,0,R,6.4,-32,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,160.7100000000001,1481.7100000000007,canter,427,2.63,0.08,S,0.3,-20,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,161.22000000000008,1485.4700000000007,canter,443,3.76,0.08,R,7.4,-14,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,161.22894736842096,1491.1000000000008,Jump,380,5.63,1.45,NA,4.12,NA,10a
Sofia Sjöborg,Bryjamolga van het Marienshof Z,161.82999999999998,1495.5900000000008,canter,442,4.49,0.18,R,3.4,-4.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,162.41000000000014,1499.8900000000008,canter,445,4.3,0.15,S,-0.8,-3.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,162.9600000000001,1504.0800000000008,canter,457,4.19,0.11,S,0.5,-2.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,163.4600000000001,1507.9000000000008,canter,458,3.82,0.13,S,0.7,-4.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,164.38957746478883,1514.5000000000007,Jump,426,6.6,1.6,NA,2.12,NA,10b
Sofia Sjöborg,Bryjamolga van het Marienshof Z,164.51000000000005,1515.3500000000006,canter,424,0.85,0.08,R,2.5,-26,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,164.89000000000016,1517.9500000000005,canter,410,2.6,0.05,R,3.5,3.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,165.43000000000012,1521.5500000000004,canter,400,3.6,0.08,L,-7.3,1.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,166.01000000000005,1525.4400000000005,canter,402,3.89,0.11,L,-7.7,2.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,166.32999999999998,1527.4500000000005,canter,378,2.01,0.05,L,-6.7,6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,167.43134770889498,1534.2600000000004,Jump,371,6.81,1.62,NA,5.89,NA,10c
Sofia Sjöborg,Bryjamolga van het Marienshof Z,167.72000000000008,1536.3500000000004,canter,432,2.09,0.01,R,6,-3.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,168.2000000000001,1539.7500000000005,canter,425,3.4,0.05,R,12.8,-0.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,168.7100000000001,1543.5200000000004,canter,443,3.77,0.08,R,15.8,-3.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,169.1900000000001,1547.7600000000004,canter,529,4.24,0.08,R,9.2,-5.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,169.72000000000008,1552.6300000000003,canter,551,4.87,0.1,R,6.1,-5.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,170.2100000000001,1557.4900000000002,canter,595,4.86,0.11,R,8.7,-7.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,170.76000000000005,1562.8700000000003,canter,587,5.38,0.14,R,13.3,-6.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,171.26000000000005,1568.0700000000004,canter,624,5.2,0.13,R,15.8,-7.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,171.76000000000005,1573.2600000000004,canter,622,5.19,0.12,R,15.7,-7.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,172.31,1578.8100000000004,canter,606,5.55,0.13,R,15.3,-3.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,172.82,1584.1300000000003,canter,626,5.32,0.11,R,11.4,-5.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,173.32999999999998,1589.1700000000003,canter,593,5.04,0.12,R,8.1,-5.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,173.86999999999995,1594.5200000000002,canter,595,5.35,0.12,R,7.4,-5.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,174.35999999999996,1599.64,canter,627,5.12,0.11,R,11.5,-7.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,174.87999999999994,1605.21,canter,642,5.57,0.12,R,13.6,-8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,175.39000000000016,1610.93,canter,673,5.72,0.11,R,14.8,-7.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,175.91000000000014,1616.93,canter,692,6,0.12,R,10.1,-8.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,176.42000000000013,1622.52,canter,658,5.59,0.12,R,9.4,-8.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,176.93000000000012,1628.05,canter,650,5.53,0.12,R,7.9,-5.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,177.4400000000001,1633.79,canter,675,5.74,0.12,R,9.3,-5.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,177.9600000000001,1639.6399999999999,canter,674,5.85,0.11,R,9.7,-5.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,178.50000000000006,1645.7299999999998,canter,677,6.09,0.12,R,12.1,-7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,178.97000000000008,1651.3499999999997,canter,717,5.62,0.1,R,11.9,-8.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,179.52000000000004,1657.2399999999998,canter,643,5.89,0.13,R,14.2,-3.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,180.01000000000005,1662.3999999999999,canter,632,5.16,0.12,R,12.3,-2.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,180.53000000000003,1667.6899999999998,canter,611,5.29,0.13,R,10.3,-1.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,181.07,1673.1999999999998,canter,612,5.51,0.11,R,8.8,-3.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,181.57,1678.4399999999998,canter,629,5.24,0.08,R,11.8,-5.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,182.09999999999997,1683.9299999999998,canter,622,5.49,0.1,R,14,-5.4,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,182.58999999999997,1689.1599999999999,canter,641,5.23,0.08,R,13.6,-5.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,183.12999999999994,1694.3999999999999,canter,582,5.24,0.13,R,12.6,-4.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,183.61999999999995,1699.3799999999999,canter,609,4.98,0.11,R,15.5,-6.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,184.11999999999995,1704.7199999999998,canter,641,5.34,0.14,R,18.7,-6.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,184.65000000000015,1710.6699999999998,canter,673,5.95,0.15,R,19.5,-6.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,185.16000000000014,1716.2799999999997,canter,660,5.61,0.13,R,22.3,-7.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,185.59999999999997,1721.1299999999997,canter,662,4.85,0.11,R,24.8,-7.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,186.14000000000016,1727.0299999999997,canter,655,5.9,0.11,R,21.1,-6.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,186.61999999999995,1732.3199999999997,canter,661,5.29,0.12,R,16.6,-9.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,187.17000000000013,1738.5199999999998,canter,676,6.2,0.12,R,15.6,-8.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,187.64000000000016,1744.1599999999999,canter,720,5.64,0.12,R,15.8,-12,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,188.15000000000015,1750.2699999999998,canter,719,6.11,0.12,R,11.9,-9.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,188.61999999999995,1756.1399999999996,canter,749,5.87,0.11,R,11.7,-11.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,189.23000000000008,1763.7699999999998,canter,751,7.63,0.14,R,9,-9.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,189.7000000000001,1769.6099999999997,canter,746,5.84,0.12,R,8.5,-9.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,190.24000000000007,1776.1999999999996,canter,732,6.59,0.12,R,13.8,-6.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,190.7100000000001,1781.8299999999997,canter,719,5.63,0.11,R,17.9,-7.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,191.18000000000012,1787.5099999999998,canter,725,5.68,0.11,R,20,-7.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,191.73000000000008,1793.7099999999998,canter,676,6.2,0.13,R,20,-4.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,192.22000000000008,1799.4199999999998,canter,699,5.71,0.12,R,16.8,-6.7,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,192.73000000000008,1805.3,canter,692,5.88,0.11,R,15.9,-6.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,193.1900000000001,1811.06,canter,752,5.76,0.1,R,13.2,-10.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,193.72000000000008,1817.57,canter,737,6.51,0.12,R,13.2,-8.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,194.24000000000007,1823.9199999999998,canter,733,6.35,0.11,R,13.8,-7.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,194.77000000000004,1830.4199999999998,canter,736,6.5,0.12,R,15.7,-6.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,195.22000000000008,1836.2099999999998,canter,772,5.79,0.1,R,14.5,-11.6,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,195.79000000000002,1843.2399999999998,canter,740,7.03,0.16,R,12.2,-8.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,196.28000000000003,1849.0599999999997,canter,713,5.82,0.12,R,11.9,-10.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,196.8,1855.2599999999998,canter,715,6.2,0.13,R,9.4,-10.1,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,197.31,1861.1399999999999,canter,692,5.88,0.14,R,10.4,-10.2,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,197.86999999999995,1867.6399999999999,canter,696,6.5,0.16,R,8.7,-10.8,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,198.4400000000001,1874.28,canter,699,6.64,0.16,R,8.8,-12.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,198.97000000000008,1880.1499999999999,canter,665,5.87,0.12,R,10,-7.9,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,199.52000000000004,1885.8999999999999,canter,627,5.75,0.17,R,15,-10.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,200.04000000000002,1891.0099999999998,canter,590,5.11,0.18,R,16,-9.3,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,200.57999999999998,1896.3899999999999,canter,597,5.38,0.16,R,15.8,-8.5,NA
Sofia Sjöborg,Bryjamolga van het Marienshof Z,201.09999999999997,1901.28,canter,564,4.89,0.13,R,14.4,-8.4,NA
